url,service,city,query_cluster,money_score,indexed_status,impressions,clicks,leads,current_title,current_h1,recommended_title,recommended_h1,recommended_internal_links
https://www.kalkremont.ru/srednyaya-tsena-na-remont/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Средняя цена на ремонт квартиры в России 2026 — рейтинг 37 городов,💰 Средняя цена на ремонт квартиры в России — рейтинг 37 городов,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
https://www.kalkremont.ru/remont-vannoy/,Ремонт ванной,РФ,Ремонт ванной (по РФ),46.75,HOST_NOT_LOADED,0,0,0,Ремонт ванной комнаты — цены 2026 от 25 000 ₽/м² ⭐ 4.8/5,🛁 Ремонт ванной комнаты — цены 2026,"Ремонт ванной под ключ — цена за м², смета онлайн",Ремонт ванной под ключ,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kuhni/ ; https://www.kalkremont.ru/natyazhnye-potolki/ ; https://www.kalkremont.ru/dizayn-interyera/
https://www.kalkremont.ru/styazhka-pola/v-sankt-peterburge/,Стяжка пола,Санкт-Петербург,Стяжка пола в Санкт-Петербурге,46.75,HOST_NOT_LOADED,0,0,0,Стяжка пола в Санкт-Петербурге 2026 — от 1 040 ₽/м² ⭐ 4.8/5,⬜ Стяжка пола в Санкт-Петербурге,"Стяжка пола в Санкт-Петербурге: цена за м², смета за 1 день",Стяжка пола в Санкт-Петербурге,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/styazhka-pola/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-vannoy/v-sankt-peterburge/ ; https://www.kalkremont.ru/remont-kuhni/v-sankt-peterburge/
https://www.kalkremont.ru/montazh-konditsionerov/v-sankt-peterburge/,Монтаж кондиционеров,Санкт-Петербург,Монтаж кондиционеров в Санкт-Петербурге,46.75,HOST_NOT_LOADED,0,0,0,Монтаж кондиционеров в Санкт-Петербурге 2026 — от 7 150 ₽/м² ⭐ 4.8/5,❄️ Монтаж кондиционеров в Санкт-Петербурге,"Монтаж кондиционеров в Санкт-Петербурге: цена за м², смета за 1…",Монтаж кондиционеров в Санкт-Петербурге,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/montazh-konditsionerov/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-vannoy/v-sankt-peterburge/ ; https://www.kalkremont.ru/remont-kuhni/v-sankt-peterburge/
https://www.kalkremont.ru/uteplenie-fasada/v-sankt-peterburge/,Утепление фасада,Санкт-Петербург,Утепление фасада в Санкт-Петербурге,46.75,HOST_NOT_LOADED,0,0,0,Утепление фасада в Санкт-Петербурге 2026 — от 1 950 ₽/м² ⭐ 4.8/5,🧱 Утепление фасада в Санкт-Петербурге,"Утепление фасада в Санкт-Петербурге: цена за м², смета за 1 день",Утепление фасада в Санкт-Петербурге,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/uteplenie-fasada/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-vannoy/v-sankt-peterburge/ ; https://www.kalkremont.ru/remont-kuhni/v-sankt-peterburge/
https://www.kalkremont.ru/stoimost-remonta/v-moskve/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Стоимость ремонта квартиры в Москве — цены 2026,Стоимость ремонта квартиры в Москве,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
https://www.kalkremont.ru/stoimost-remonta/v-spb/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Стоимость ремонта квартиры в Санкт-Петербурге — цены 2026,Стоимость ремонта квартиры в Санкт-Петербурге,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
https://www.kalkremont.ru/stoimost-remonta/v-novosibirske/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Стоимость ремонта квартиры в Новосибирске — цены 2026,Стоимость ремонта квартиры в Новосибирске,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
https://www.kalkremont.ru/stoimost-remonta/v-ekaterinburge/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Стоимость ремонта квартиры в Екатеринбурге — цены 2026,Стоимость ремонта квартиры в Екатеринбурге,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
https://www.kalkremont.ru/stoimost-remonta/v-kazani/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Стоимость ремонта квартиры в Казани — цены 2026,Стоимость ремонта квартиры в Казани,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
https://www.kalkremont.ru/stoimost-remonta/v-nizhnem-novgorode/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Стоимость ремонта квартиры в Нижнем Новгороде — цены 2026,Стоимость ремонта квартиры в Нижнем Новгороде,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
https://www.kalkremont.ru/stoimost-remonta/v-chelyabinske/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Стоимость ремонта квартиры в Челябинске — цены 2026,Стоимость ремонта квартиры в Челябинске,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
https://www.kalkremont.ru/stoimost-remonta/v-samare/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Стоимость ремонта квартиры в Самаре — цены 2026,Стоимость ремонта квартиры в Самаре,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
https://www.kalkremont.ru/stoimost-remonta/v-ufe/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Стоимость ремонта квартиры в Уфе — цены 2026,Стоимость ремонта квартиры в Уфе,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
https://www.kalkremont.ru/stoimost-remonta/v-rostove-na-donu/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Стоимость ремонта квартиры в Ростове-на-Дону — цены 2026,Стоимость ремонта квартиры в Ростове-на-Дону,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
https://www.kalkremont.ru/stoimost-remonta/v-krasnoyarske/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Стоимость ремонта квартиры в Красноярске — цены 2026,Стоимость ремонта квартиры в Красноярске,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
https://www.kalkremont.ru/stoimost-remonta/v-omske/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Стоимость ремонта квартиры в Омске — цены 2026,Стоимость ремонта квартиры в Омске,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
https://www.kalkremont.ru/stoimost-remonta/v-permi/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Стоимость ремонта квартиры в Перми — цены 2026,Стоимость ремонта квартиры в Перми,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
https://www.kalkremont.ru/stoimost-remonta/v-voronezhe/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Стоимость ремонта квартиры в Воронеже — цены 2026,Стоимость ремонта квартиры в Воронеже,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
https://www.kalkremont.ru/stoimost-remonta/v-volgograde/,Стоимость ремонта,РФ,Стоимость ремонта,46.75,HOST_NOT_LOADED,0,0,0,Стоимость ремонта квартиры в Волгограде — цены 2026,Стоимость ремонта квартиры в Волгограде,Стоимость ремонта по России: калькулятор цены и сметы,Стоимость ремонта по России,https://www.kalkremont.ru/ ; https://www.kalkremont.ru/stoimost-remonta/ ; https://www.kalkremont.ru/remont-kvartiry/ ; https://www.kalkremont.ru/remont-vannoy/ ; https://www.kalkremont.ru/remont-kuhni/
